Registrationnumber	Zaal	Zaaldeel	SCname	Locatie	HS	HSspecific	Foto	LiveScience.SCname	LiveScienceHS	LiveScienceHSspecific	Foto.1	Ontmoeting.SCname	OntmoetingHS	OntmoetingHSspecific	Foto.2	Verleiding.SCname	VerleidingHS	VerleidingHSspecific	Foto.3	Aarde.SCname	AardeHS	AardeHSspecific	Foto.4	Schatkamer.1.0.SCname	Schatkamer.HS	Foto.5	Dood.SCname	DoodHS	DoodHSspecific	Foto.6	Dino.s.SCname	Dino.sHS	Dino.sHSspecific	Foto.7	Mens.SCname	MensHS	MensHSspecific	Foto.8	IJstijd.SCname	IJstijdHS	IJstijdHSspecific	Foto.9	INST_COLL_SUBCOLL	REGISTRATIONNUMBER	TRANSFERREASON	ICOONURL	URL	FULLSCIENTIFICNAME	GENUS	EPITHET
RMNH.MAM.60061	Ontmoeting	802.L.001.001.01 Getijdenzone land	Halichoerus grypus (Fabricius, 1791)	Draadbaan	Draadbaan	12.14.2	TRUE				NA	Halichoerus grypus (Fabricius, 1791)	Draadbaan	12.14.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60061	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60061_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60061_3/format/large	Halichoerus grypus (Fabricius,1791)	Halichoerus	grypus
RMNH.MAM.60062	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Helogale parvula (Sundevall, 1846)	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Helogale parvula (Sundevall, 1846)	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60062	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60062_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60062_2/format/large	Helogale parvula (Sundevall,1846)	Helogale	parvula
RMNH.MAM.60063	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Hemicentetes semispinosus	Draadbaan	Draadbaan	12.12.1	TRUE				NA	Hemicentetes semispinosus	Draadbaan	12.12.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60063	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60063_6/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60063_6/format/large	Hemicentetes semispinosus (Cuvier, 1798)	Hemicentetes	semispinosus
RMNH.MAM.60064	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Hemiechinus auritus	Draadbaan	Draadbaan	12.09.3	TRUE				NA	Hemiechinus auritus	Draadbaan	12.09.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60064	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60064_7/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60064_7/format/large	Hemiechinus auritus (Gmelin, 1770)	Hemiechinus	auritus
RMNH.MAM.60065	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Hemitragus jemlahicus (H. Smith, 1826)	Draadbaan	Draadbaan	L.09	TRUE				NA	Hemitragus jemlahicus (H. Smith, 1826)	Draadbaan	L.09	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60065	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60065_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60065_3/format/large	Hemitragus jemlahicus (Smith,1826)	Hemitragus	jemlahicus
RMNH.MAM.60067	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Hyaena hyaena	Draadbaan	Draadbaan	L.10	TRUE				NA	Hyaena hyaena	Draadbaan	L.10	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60067	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60067_6/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60067_6/format/large	Hyaena hyaena (Linnaeus, 1758)	Hyaena	hyaena
RMNH.MAM.60068	Ontmoeting	802.L.001.002.02 Rond de waterplaats 2	Hydrochaeris hydrochaeris (Linnaeus, 1766)	Draadbaan	Draadbaan	10.02.3	TRUE				NA	Hydrochaeris hydrochaeris (Linnaeus, 1766)	Draadbaan	10.02.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60068	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60068_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60068_4/format/large	Hydrochaeris hydrochaeris (Linnaeus, 1766)	Hydrochaeris	hydrochaeris
RMNH.MAM.60070	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Hylobates sp.	Draadbaan	Draadbaan	07.13.1	TRUE				NA	Hylobates sp.	Draadbaan	07.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60070	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60070_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60070_5/format/large	Hylobates sp.	Hylobates	sp.
RMNH.MAM.60071	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Hylobates lar	Draadbaan	Draadbaan	07.13.1	TRUE				NA	Hylobates lar	Draadbaan	07.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60071	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60071_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60071_2/format/large		Hylobates	lar
RMNH.MAM.60072	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Hystrix cristata Linnaeus, 1758	Draadbaan	Draadbaan	11.07.1	TRUE				NA	Hystrix cristata Linnaeus, 1758	Draadbaan	11.07.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60072	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60072_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60072_3/format/large	Hystrix cristata Linnaeus,1758	Hystrix	cristata
tba.803.012	Verleiding	803.S.002.C2 Bizar	Hydraena franklyni	Extern		EXTERN	FALSE				NA				NA	Hydraena franklyni	NA	EXTERN	FALSE				NA							NA				NA	NA	NA	NA	NA				NA								
RMNH.MAM.60074	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Jaculus orientalis Erxleben, 1777	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Jaculus orientalis Erxleben, 1777	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60074	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60074_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60074_1/format/large	Jaculus orientalis Erxleben,1777	Jaculus	orientalis
RMNH.MAM.60075	Ontmoeting	802.W.003 SNELLE ZWEMMER	Lagenorhynchus acutus	Draadbaan	Draadbaan	L.06	TRUE				NA	Lagenorhynchus acutus	Draadbaan	L.06	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60075	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60075_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60075_1/format/large	Lagenorhynchus acutus (Gray, 1828)	Lagenorhynchus	acutus
RMNH.MAM.60076	Ontmoeting	802.W.003 SNELLE ZWEMMER	Lagenorhynchus albirostris	Draadbaan	Draadbaan	L.06	TRUE				NA	Lagenorhynchus albirostris	Draadbaan	L.06	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60076	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60076_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60076_1/format/large	Lagenorhynchus albirostris (Gray,1846)	Lagenorhynchus	albirostris
RMNH.MAM.60077	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Lagostomus maximus	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Lagostomus maximus	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60077	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60077_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60077_5/format/large	Lagostomus maximus Desmarest, 1817	Lagostomus	maximus
RMNH.MAM.60078	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Lagothrix lagotricha (Humboldt, 1812)	Draadbaan	Draadbaan	11.07.3	TRUE				NA	Lagothrix lagotricha (Humboldt, 1812)	Draadbaan	11.07.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60078	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60078_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60078_3/format/large	Lagothrix lagotricha (Humboldt,1812)	Lagothrix	lagotricha
RMNH.MAM.60079	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Lemniscomys barbarus (Linnaeus, 1766)	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Lemniscomys barbarus (Linnaeus, 1766)	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60079	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60079_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60079_1/format/large	Lemniscomys barbarus (Linnaeus,1766)	Lemniscomys	barbarus
RMNH.MAM.60080	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Lemur catta	Draadbaan	Draadbaan	11.08.3	TRUE				NA	Lemur catta	Draadbaan	11.08.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60080	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60080_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60080_4/format/large	Lemur catta Linnaeus, 1758	Lemur	catta
RMNH.MAM.60081	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Leopardus tigrinus (Schreber, 1775)	Toren	Toren		FALSE				NA	Leopardus tigrinus (Schreber, 1775)	Toren		FALSE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60081	reserved for Ontmoeting			Leopardus tigrinus (Schreber,1775)	Leopardus	tigrinus
RMNH.MAM.60084	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Lepus europaeus Pallas, 1778	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Lepus europaeus Pallas, 1778	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60084	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60084_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60084_4/format/large	Lepus europaeus Pallas,1778	Lepus	europaeus
RMNH.MAM.60086	LiveScience	tba	Connochaetes taurinus	Toren	Toren	13L	FALSE	Connochaetes taurinus	Toren	13L	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60086	reserved for LiveScience				Connochaetes	taurinus
RMNH.MAM.60087	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Lycaon pictus	Draadbaan	Draadbaan	L.13	TRUE				NA	Lycaon pictus	Draadbaan	L.13	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60087	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60087_7/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60087_7/format/large	Lycaon pictus (Temminck, 1820)	Lycaon	pictus
RMNH.MAM.60088	LiveScience	tba	Alcelaphus buselaphus	Toren	Toren	13L	FALSE	Alcelaphus buselaphus	Toren	13L	FALSE				NA		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60088	reserved for LiveScience				Alcelaphus	buselaphus
RMNH.MAM.60089	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Macaca fascicularis	Draadbaan	Draadbaan	11.07.3	TRUE				NA	Macaca fascicularis	Draadbaan	11.07.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60089	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60089_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60089_3/format/large	Macaca fascicularis (Raffles, 1821)	Macaca	fascicularis
RMNH.MAM.60090	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Macaca fuscata	Draadbaan	Draadbaan	11.08.1	TRUE				NA	Macaca fuscata	Draadbaan	11.08.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60090	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60090_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60090_2/format/large	Macaca fuscata Blyth, 1875	Macaca	fuscata
RMNH.MAM.60091	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Macaca sylvanus (Linnaeus, 1758)	Draadbaan	Draadbaan	11.08.3	TRUE				NA	Macaca sylvanus (Linnaeus, 1758)	Draadbaan	11.08.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60091	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60091_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60091_4/format/large	Macaca sylvanus (Linnaeus,1758)	Macaca	sylvanus
RMNH.MAM.60092	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Macropus rufogriseus (Desmarest, 1817)	Draadbaan	Draadbaan	12.11.1	TRUE				NA	Macropus rufogriseus (Desmarest, 1817)	Draadbaan	12.11.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60092	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60092_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60092_1/format/large	Macropus rufogriseus (Desmarest,1817)	Macropus	rufogriseus
RMNH.MAM.60093	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Macropus rufus	Draadbaan	Draadbaan	GF-TT	TRUE				NA	Macropus rufus	Draadbaan	GF-TT	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60093	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60093_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60093_4/format/large	Macropus rufus (Desmarest,1822)	Macropus	rufus
RMNH.MAM.60094	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Macroscelides proboscidens	Draadbaan	Draadbaan	12.09.3	TRUE				NA	Macroscelides proboscidens	Draadbaan	12.09.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60094	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60094_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60094_4/format/large	Macroscelides proboscideus (Shaw, 1800)	Macroscelides	proboscideus
RMNH.MAM.60095	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Manis javanica Desmarest, 1822	Draadbaan	Draadbaan	11.07.1	TRUE				NA	Manis javanica Desmarest, 1822	Draadbaan	11.07.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60095	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60095_8/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60095_8/format/large	Manis javanica Desmarest,1822	Manis	javanica
RMNH.MAM.60096	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Marmota marmota (Linnaeus, 1758)	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Marmota marmota (Linnaeus, 1758)	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60096	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60096_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60096_1/format/large	Marmota marmota (Linnaeus,1758)	Marmota	marmota
RMNH.MAM.60097	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Martes martes	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Martes martes	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60097	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60097_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60097_1/format/large	Martes martes (Linnaeus,1758)	Martes	martes
RMNH.MAM.60099	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Meles meles	Draadbaan	Draadbaan	11.06.3	TRUE				NA	Meles meles	Draadbaan	11.06.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60099	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60099_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60099_3/format/large	Meles meles (Linnaeus, 1758)	Meles	meles
RMNH.MAM.60100	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Mephitis mephitis (Schreber, 1776)	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Mephitis mephitis (Schreber, 1776)	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60100	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60100_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60100_4/format/large	Mephitis mephitis (Schreber,1776)	Mephitis	mephitis
RMNH.MAM.60104	Ontmoeting	802.L.001.004.02 Landdieren / Afrikaanse olifant e.a.	Microtus oeconomus (Pallas, 1776)	Draadbaan	Draadbaan	12.09.1	TRUE				NA	Microtus oeconomus (Pallas, 1776)	Draadbaan	12.09.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60104	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60104_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60104_5/format/large	Microtus oeconomus (Pallas,1776)	Microtus	oeconomus
RMNH.MAM.60108	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Muntiacus muntjak (Zimmerman, 1780)	Draadbaan	Draadbaan	11.05.3	TRUE				NA	Muntiacus muntjak (Zimmerman, 1780)	Draadbaan	11.05.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60108	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60108_7/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60108_7/format/large	Muntiacus muntjak Zimmerman,1780	Muntiacus	muntjak
RMNH.MAM.60109	Ontmoeting	802.L.001.004.02 Landdieren / Afrikaanse olifant e.a.	Mus musculus	Draadbaan	Draadbaan	12.09.1	TRUE				NA	Mus musculus	Draadbaan	12.09.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60109	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60109_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60109_2/format/large	Mus musculus Linnaeus,1758	Mus	musculus
RMNH.MAM.60111	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Mustela erminea	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Mustela erminea	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60111	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60111_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60111_2/format/large	Mustela erminea Linnaeus,1758	Mustela	erminea
RMNH.MAM.60112	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Mustela putorius	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Mustela putorius	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60112	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60112_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60112_2/format/large	Mustela putorius Linnaeus,1758	Mustela	putorius
RMNH.MAM.60113	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Myopus schisticolor (Lilljeborg, 1844)	Draadbaan	Draadbaan	12.09.3	TRUE				NA	Myopus schisticolor (Lilljeborg, 1844)	Draadbaan	12.09.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60113	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60113_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60113_3/format/large	Myopus schisticolor (Lilljeborg,1844)	Myopus	schisticolor
RMNH.MAM.60114	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Myrmecophaga tridactyla Linnaeus, 1758	Draadbaan	Draadbaan	L.11	TRUE				NA	Myrmecophaga tridactyla Linnaeus, 1758	Draadbaan	L.11	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60114	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60114_13/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60114_13/format/large	Myrmecophaga tridactyla Linnaeus,1758	Myrmecophaga	tridactyla
RMNH.MAM.60115	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Nasalis larvatus	Draadbaan	Draadbaan	11.08.3	TRUE				NA	Nasalis larvatus	Draadbaan	11.08.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60115	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60115_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60115_4/format/large	Nasalis larvatus (Wurmb, 1787)	Nasalis	larvatus
RMNH.MAM.60116	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Nasua narica (Linnaeus, 1766)	Draadbaan	Draadbaan	11.07.1	TRUE				NA	Nasua narica (Linnaeus, 1766)	Draadbaan	11.07.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60116	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60116_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60116_4/format/large	Nasua narica (Linnaeus,1766)	Nasua	narica
RMNH.MAM.60117	Ontmoeting	802.L.001.006.01 Laag 2 - Berg / katten	Neofelis nebulosa (Griffith, 1821)	Draadbaan	Draadbaan	L.19	TRUE				NA	Neofelis nebulosa (Griffith, 1821)	Draadbaan	L.19	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60117	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60117_8/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60117_8/format/large	Neofelis nebulosa (Griffith,1821)	Neofelis	nebulosa
RMNH.MAM.60120	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Nyctereutes procyonoides (Gray, 1834)	Draadbaan	Draadbaan	11.06.3	TRUE				NA	Nyctereutes procyonoides (Gray, 1834)	Draadbaan	11.06.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60120	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60120_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60120_2/format/large	Nyctereutes procyonoides (Gray,1834)	Nyctereutes	procyonoides
RMNH.MAM.60121	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Nycticebus coucang (Boddaert, 1785)	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Nycticebus coucang (Boddaert, 1785)	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60121	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60121_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60121_2/format/large	Nycticebus coucang (Boddaert,1785)	Nycticebus	coucang
RMNH.MAM.60122	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Ochotona pusilla (Pallas, 1769)	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Ochotona pusilla (Pallas, 1769)	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60122	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60122_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60122_2/format/large	Ochotona pusilla (Pallas, 1769)	Ochotona	pusilla
RMNH.MAM.60123	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Ondatra zibethicus	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Ondatra zibethicus	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60123	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60123_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60123_1/format/large	Ondatra zibethicus (Linnaeus, 1766)	Ondatra	zibethicus
RMNH.MAM.60124	Ontmoeting	802.W.004.03 Ondiep / zoet 	Ornithorhynchus anatinus	Draadbaan	Draadbaan	11.03.3	FALSE				NA	Ornithorhynchus anatinus	Draadbaan	11.03.3	FALSE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60124	reserved for Ontmoeting			Ornithorhynchus anatinus (Shaw,1799)	Ornithorhynchus	anatinus
