Registrationnumber	Zaal	Zaaldeel	SCname	Locatie	HS	HSspecific	Foto	LiveScience.SCname	LiveScienceHS	LiveScienceHSspecific	Foto.1	Ontmoeting.SCname	OntmoetingHS	OntmoetingHSspecific	Foto.2	Verleiding.SCname	VerleidingHS	VerleidingHSspecific	Foto.3	Aarde.SCname	AardeHS	AardeHSspecific	Foto.4	Schatkamer.1.0.SCname	Schatkamer.HS	Foto.5	Dood.SCname	DoodHS	DoodHSspecific	Foto.6	Dino.s.SCname	Dino.sHS	Dino.sHSspecific	Foto.7	Mens.SCname	MensHS	MensHSspecific	Foto.8	IJstijd.SCname	IJstijdHS	IJstijdHSspecific	Foto.9	INST_COLL_SUBCOLL	REGISTRATIONNUMBER	TRANSFERREASON	ICOONURL	URL	FULLSCIENTIFICNAME	GENUS	EPITHET
RMNH.MAM.60005	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Amblysomus hottentotus (A. Smith, 1829)	Draadbaan	Draadbaan	12.09.3	TRUE				NA	Amblysomus hottentotus (A. Smith, 1829)	Draadbaan	12.09.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60005	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60005_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60005_5/format/large	Amblysomus hottentotus (Smith,1829)	Amblysomus	hottentotus
RMNH.MAM.60006	Ontmoeting	802.L.001.001.01 Getijdenzone land	Aonyx cinereus	Draadbaan	Draadbaan	12.14.1	TRUE				NA	Aonyx cinereus	Draadbaan	12.14.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60006	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60006_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60006_4/format/large	Aonyx cinerea (Illiger, 1815)	Aonyx	cinerea
RMNH.MAM.60007	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Apodemus agrarius (Pallas, 1771)	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Apodemus agrarius (Pallas, 1771)	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60007	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60007_7/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60007_7/format/large	Apodemus agrarius (Pallas,1771)	Apodemus	agrarius
RMNH.MAM.60009	Ontmoeting	802.L.001.005.03 Laag 2 - Berg / Nachtdieren - Roofvogels	Artibeus jamaicensis	Draadbaan	Draadbaan	10.04.2	TRUE				NA	Artibeus jamaicensis	Draadbaan	10.04.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60009	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60009_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60009_5/format/large	Artibeus jamaicensis Leach, 1821	Artibeus	jamaicensis
RMNH.MAM.60010	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Ateles paniscus	Draadbaan	Draadbaan	07.13.1	TRUE				NA	Ateles paniscus	Draadbaan	07.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60010	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60010_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60010_1/format/large	Ateles paniscus (Linnaeus, 1758)	Ateles	paniscus
RMNH.MAM.60011	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Ateles paniscus	Draadbaan	Draadbaan	07.13.1	TRUE				NA	Ateles paniscus	Draadbaan	07.13.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60011	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60011_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60011_3/format/large	Ateles paniscus (Linnaeus, 1758)	Ateles	paniscus
RMNH.MAM.60012	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Bassariscus astutus	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Bassariscus astutus	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60012	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60012_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60012_1/format/large	Bassariscus astutus (Lichtenstein, 1827)	Bassariscus	astutus
RMNH.MAM.60013	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Bison bison (Linnaeus, 1758)	Museum	NIEUWE MUSEUM		TRUE				NA	Bison bison (Linnaeus, 1758)	NIEUWE MUSEUM		TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60013	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60013_4_BEWERKT/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60013_4_BEWERKT/format/large	Bison bison Linnaeus,1758	Bison	bison
RMNH.MAM.60014	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Bradypus tridactylus	Draadbaan	Draadbaan	L.12	TRUE				NA	Bradypus tridactylus	Draadbaan	L.12	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60014	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60014_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60014_4/format/large	Bradypus tridactylus Linnaeus, 1758	Bradypus	tridactylus
RMNH.MAM.60015	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Cacajao melanocephalus (Humboldt, 1812)	Draadbaan	Draadbaan	11.07.3	TRUE				NA	Cacajao melanocephalus (Humboldt, 1812)	Draadbaan	11.07.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60015	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60015_2/format/large	Cacajao melanocephalus (Humboldt,1812)	Cacajao	melanocephalus
RMNH.MAM.60016	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Callithrix pygmaea (Spix, 1823)	Draadbaan	Draadbaan	11.08.1	TRUE				NA	Callithrix pygmaea (Spix, 1823)	Draadbaan	11.08.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60016	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_9/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60016_9/format/large	Callithrix pygmaea Spix,1823	Callithrix	pygmaea
RMNH.MAM.60017	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Callosciurus prevostii (Desmarest, 1822)	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Callosciurus prevostii (Desmarest, 1822)	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60017	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60017_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60017_3/format/large	Callosciurus prevostii (Desmarest,1822)	Callosciurus	prevostii
RMNH.MAM.60020	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Camelus bactrianus	Museum	NIEUWE MUSEUM		TRUE				NA	Camelus bactrianus	NIEUWE MUSEUM		TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60020	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60020_3_BEWERKT/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60020_3_BEWERKT/format/large	Camelus bactrianus Linnaeus, 1758	Camelus	bactrianus
RMNH.MAM.60021	Ontmoeting	802.W.004.03 Ondiep / zoet	Castor fiber	Draadbaan	Draadbaan	11.03.3	TRUE				NA	Castor fiber	Draadbaan	11.03.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60021	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60021_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60021_1/format/large	Castor fiber Linnaeus, 1758	Castor	fiber
RMNH.MAM.60022	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Cephalopus sp.	Draadbaan	Draadbaan	12.08.3	TRUE				NA	Cephalopus sp.	Draadbaan	12.08.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60022	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60022_6/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60022_6/format/large	Cephalopus sp. Smith, 1827	Cephalopus	sp.
RMNH.MAM.60023	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Cercartetus cf. caudatus	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Cercartetus cf. caudatus	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60023	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60023_6/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60023_6/format/large	Cercartetus caudatus (Milne-Edwards, 1877)	Cercartetus	caudatus
RMNH.MAM.60024	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Cercopithecus cephus	Draadbaan	Draadbaan	11.08.2	TRUE				NA	Cercopithecus cephus	Draadbaan	11.08.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60024	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60024_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60024_3/format/large	Cercopithecus cephus (Linnaeus, 1758)	Cercopithecus	cephus
RMNH.MAM.60025	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Cercopithecus mitis Wolf, 1822	Draadbaan	Draadbaan	11.07.3	TRUE				NA	Cercopithecus mitis Wolf, 1822	Draadbaan	11.07.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60025	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60025_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60025_1/format/large	Cercopithecus mitis Wolf,1822	Cercopithecus	mitis
RMNH.MAM.60026	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Cercopithecus petaurista (Schreber, 1774)	Draadbaan	Draadbaan	11.07.3	TRUE				NA	Cercopithecus petaurista (Schreber, 1774)	Draadbaan	11.07.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60026	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60026_5/format/large	Cercopithecus petaurista (Schreber,1774)	Cercopithecus	petaurista
RMNH.MAM.60027	Verleiding	803.N.003.C Feesttaart	Chaetophractus villosus	Draadbaan		05.03.3	TRUE				NA				NA	Chaetophractus villosus	NA	05.03.3	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60027	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60027_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60027_3/format/large	Chaetophractus villosus (Desmarest,1804)	Chaetophractus	villosus
RMNH.MAM.60028	Verleiding	Ouderdieren	Chaetophractus villosus	Draadbaan		05.04.2	TRUE				NA				NA	Chaetophractus villosus	NA	05.04.2	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60028	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60028_4/format/large	Chaetophractus villosus (Desmarest,1804)	Chaetophractus	villosus
RMNH.MAM.60029	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Chinchilla lanigera (Molina, 1782)	Draadbaan	Draadbaan	11.06.2	TRUE				NA	Chinchilla lanigera (Molina, 1782)	Draadbaan	11.06.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60029	reserved for Ontmoeting			Chinchilla lanigera (Molina,1782)	Chinchilla	lanigera
RMNH.MAM.60030	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Chiropotes satanas (Hoffmannsegg, 1807)	Draadbaan	Draadbaan	11.07.3	TRUE				NA	Chiropotes satanas (Hoffmannsegg, 1807)	Draadbaan	11.07.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60030	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60030_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60030_2/format/large	Chiropotes satanas (Hoffmannsegg,1807)	Chiropotes	satanas
RMNH.MAM.60031	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Chlorocebus aethiops	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Chlorocebus aethiops	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60031	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60031_6/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60031_6/format/large	Chlorocebus aethiops Linnaeus, 1758	Chlorocebus	aethiops
RMNH.MAM.60032	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Choloepus didactylus (Linnaeus, 1758)	Draadbaan	Draadbaan	L.12	TRUE				NA	Choloepus didactylus (Linnaeus, 1758)	Draadbaan	L.12	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60032	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60032_2_bewerkt/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60032_2_bewerkt/format/large	Choloepus didactylus (Linnaeus,1758)	Choloepus	didactylus
RMNH.MAM.60033	Ontmoeting	802.L.001.004.02 Landdieren / Afrikaanse olifant e.a.	Clethrionomys rufocanus (Sundevall, 1846)	Draadbaan	Draadbaan	12.09.1	TRUE				NA	Clethrionomys rufocanus (Sundevall, 1846)	Draadbaan	12.09.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60033	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60033_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60033_2/format/large	Myodes rufocanus (Sundevall,1846)	Myodes	rufocanus
RMNH.MAM.60034	Ontmoeting	802.L.001.004.02 Landdieren / Afrikaanse olifant e.a.	Clethrionomys rutilus (Pallas, 1779)	Draadbaan	Draadbaan	12.09.1	TRUE				NA	Clethrionomys rutilus (Pallas, 1779)	Draadbaan	12.09.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60034	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60034_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60034_3/format/large	Myodes rutilus (Pallas,1779)	Myodes	rutilus
RMNH.MAM.60039	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Crossarchus obscurus F.G. Cuvier, 1825	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Crossarchus obscurus F.G. Cuvier, 1825	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60039	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60039_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60039_3/format/large	Crossarchus obscurus Cuvier,1825	Crossarchus	obscurus
RMNH.MAM.60041	Ontmoeting	802.L.001.004.02 Landdieren / Afrikaanse olifant e.a.	Dasyprocta leporina	Draadbaan	Draadbaan	12.09.1	TRUE				NA	Dasyprocta leporina	Draadbaan	12.09.1	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60041	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60041_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60041_5/format/large	Dasyprocta leporina (Linnaeus,1758)	Dasyprocta	leporina
RMNH.MAM.60042	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Dasypus novemcinctus Linnaeus, 1758	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Dasypus novemcinctus Linnaeus, 1758	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60042	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60042_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60042_5/format/large	Dasypus novemcinctus Linnaeus,1758	Dasypus	novemcinctus
RMNH.MAM.60043	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Dendrolagus matschiei Forster & Rothschild, 1907	Draadbaan	Draadbaan	11.07.2	TRUE				NA	Dendrolagus matschiei Forster & Rothschild, 1907	Draadbaan	11.07.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60043	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60043_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60043_1/format/large	Dendrolagus matschiei Forster & Rothschild,1907	Dendrolagus	matschiei
RMNH.MAM.60044	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Didelphis aurita (Wied-Neuwied, 1826)	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Didelphis aurita (Wied-Neuwied, 1826)	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60044	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60044_6/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60044_6/format/large	Didelphis aurita (Wied-Neuwied,1826)	Didelphis	aurita
RMNH.MAM.60045	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Eliomys quercinus (Linnaeus, 1766)	Draadbaan	Draadbaan	12.11.3	TRUE				NA	Eliomys quercinus (Linnaeus, 1766)	Draadbaan	12.11.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60045	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60045_11_BEWERKT/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60045_11_BEWERKT/format/large	Eliomys quercinus (Linnaeus,1766)	Eliomys	quercinus
RMNH.MAM.60046	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Equus burchellii	Draadbaan	Draadbaan	xxl	TRUE				NA	Equus burchellii	Draadbaan	xxl	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60046	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60046_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60046_3/format/large	Equus burchellii Gray, 1824	Equus	burchellii
RMNH.MAM.60047	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Eutamias sibiricus	Draadbaan	Draadbaan	12.10.3	TRUE				NA	Eutamias sibiricus	Draadbaan	12.10.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60047	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60047_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60047_1/format/large	Eutamias sibiricus Laxmann, 1769	Eutamias	sibiricus
RMNH.MAM.60049	Ontmoeting	802.E.02 Skeletten Land	Felis catus	Draadbaan	Draadbaan	09.14.3	TRUE				NA	Felis catus	Draadbaan	09.14.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60049	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60049_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60049_5/format/large	Felis catus Linnaeus, 1758	Felis	catus
RMNH.MAM.60050	Verleiding	803.V.001.C Etalage Geur	Felis catus Linnaeus, 1758	Vondellaan		Vondellaan	TRUE				NA				NA	Felis catus Linnaeus, 1758	NA	Vondellaan	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60050	reserved for Dood	http://medialib.naturalis.nl/file/id/RMNH.MAM.60050_5/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60050_5/format/large		Felis	catus
RMNH.MAM.60051	Ontmoeting	802.L.001.004.03 Laag 2 Landdieren	Felis leo	Draadbaan	Draadbaan	GF-TT	TRUE				NA	Felis leo	Draadbaan	GF-TT	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60051	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60051_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60051_2/format/large	Panthera leo (Linnaeus, 1758)	Panthera	leo
RMNH.MAM.60052	Ontmoeting	802.L.001.005.01 Laag 2 / Berg / Primaten EA	Galago cf. senegalensis	Draadbaan	Draadbaan	L.13	TRUE				NA	Galago cf. senegalensis	Draadbaan	L.13	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60052	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60052_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60052_4/format/large	Galago senegalensis Geoffroy, 1796	Galago	senegalensis
RMNH.MAM.60053	Ontmoeting	802.L.001.004.01 Laag 2 Landdieren	Galemys pyrenaicus (E. Geoffroy, 1811)	Draadbaan	Draadbaan	12.09.3	TRUE				NA	Galemys pyrenaicus (E. Geoffroy, 1811)	Draadbaan	12.09.3	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60053	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60053_3/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60053_3/format/large	Galemys pyrenaicus (Geoffroy St. Hilaire, 1811)	Galemys	pyrenaicus
RMNH.MAM.60054	Ontmoeting	802.L.001.002.02 Rond de waterplaats 2	Gazella thomsonii	Draadbaan	Draadbaan	L.10	TRUE				NA	Gazella thomsonii	Draadbaan	L.10	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60054	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60054_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60054_1/format/large	Eudorcas thomsonii (Günther, 1884)	Eudorcas	thomsonii
RMNH.MAM.60055	Ontmoeting	802.L.001.002.01 Laag 2 - Rond de waterplaats 1	Giraffa camelopardalis reticulatus	Draadbaan	Draadbaan	GF-TT	TRUE				NA	Giraffa camelopardalis reticulatus	Draadbaan	GF-TT	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60055	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60055_10/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60055_10/format/large	Giraffa camelopardalis reticulatus De Winton, 1899	Giraffa	camelopardalis
RMNH.MAM.60056	Ontmoeting	802.E.03 Skeletten Lucht	Glaucomys sabrinus	Draadbaan	Draadbaan	09.14.2	TRUE				NA	Glaucomys sabrinus	Draadbaan	09.14.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60056	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60056_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60056_4/format/large	Glaucomys sabrinus (Shaw, 1801)	Glaucomys	sabrinus
RMNH.MAM.60057	Ontmoeting	802.L.001.005.03 Laag 2 - Berg / Nachtdieren - Roofvogels	Glaucomys sabrinus	Draadbaan	Draadbaan	10.04.2	TRUE				NA	Glaucomys sabrinus	Draadbaan	10.04.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60057	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60057_2/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60057_2/format/large	Glaucomys sabrinus (Shaw, 1801)	Glaucomys	sabrinus
RMNH.MAM.60058	Ontmoeting	802.L.001.005.03 Laag 2 - Berg / Nachtdieren - Roofvogels	Glaucomys sabrinus	Draadbaan	Draadbaan	10.04.2	TRUE				NA	Glaucomys sabrinus	Draadbaan	10.04.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60058	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60058_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60058_4/format/large	Glaucomys sabrinus (Shaw, 1801)	Glaucomys	sabrinus
RMNH.MAM.60059	Ontmoeting	802.L.001.005.03 Laag 2 - Berg / Nachtdieren - Roofvogels	Glaucomys sabrinus	Draadbaan	Draadbaan	10.04.2	TRUE				NA	Glaucomys sabrinus	Draadbaan	10.04.2	TRUE		NA		NA				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60059	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60059_4/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60059_4/format/large	Glaucomys sabrinus (Shaw, 1801)	Glaucomys	sabrinus
RMNH.MAM.60060	Verleiding	803.N.003.C Feesttaart	Gorilla gorilla (Savage, 1847)	Draadbaan		05.03.3	TRUE				NA				NA	Gorilla gorilla (Savage, 1847)	NA	05.03.3	TRUE				NA							NA				NA	NA	NA	NA	NA				NA	Mammalia	RMNH.MAM.60060	reserved for Ontmoeting	http://medialib.naturalis.nl/file/id/RMNH.MAM.60060_1/format/small	http://medialib.naturalis.nl/file/id/RMNH.MAM.60060_1/format/large	Gorilla gorilla (Savage, 1847)	Gorilla	gorilla
