"REGISTRATIONNUMBER","INST_COLL_SUBCOLL","TRANSFERREASON","PRESERVEDPART","ICOONURL","URL","FULLSCIENTIFICNAME","GENUS","EPITHET"
"RGM.369685","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.36974","Macro Vertebrates","Exhibition ""Oerparade"" 0128.02.00","mandibula","","","Ursus etruscus Cuvier, 1823","Ursus","etruscus"
"RGM.369840","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369841","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369896","Macro Vertebrates","","femur","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.369929","Macro Vertebrates","","atlas","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.369940","Macro Vertebrates","","atlas","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.369971","Macro Vertebrates","","tibia","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.388130","Macro Vertebrates","","ulna","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.388152","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388153","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388154","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388155","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388156","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388157","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388209","Macro Vertebrates","","metatarsus","","","Equus hydruntinis","Equus","hydruntinis"
"RGM.388291","Macro Vertebrates","","tibia","","","Ursus arctos L.","Ursus","arctos"
"RGM.388309","Macro Vertebrates","","vertebra lumbalis","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.388335","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388342","Macro Vertebrates","Exhibition ""Oerparade"" 0125.05.00","molar 2","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.388377","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.388478","Macro Vertebrates","","cranium","","","Felis catus L.","Felis","catus"
"RGM.388662","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388663","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388664","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388665","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.388697","Macro Vertebrates","","ulna","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.388722","Macro Vertebrates","N.I.C.","ulna","","","Ursus arctos L.","Ursus","arctos"
"RGM.388830","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.388873","Macro Vertebrates","","radius","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.388874","Macro Vertebrates","","radius","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.388875","Macro Vertebrates","","metacarpus IV","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.388878","Macro Vertebrates","","ulna","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.388915","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.388916","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.388917","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.388918","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.400011","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.400479","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400481","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400482","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400483","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400484","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400485","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400486","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400487","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400488","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400489","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400490","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400491","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400492","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400493","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400494","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400495","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400496","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400497","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400498","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400499","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400500","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400506","Macro Vertebrates","","maxilla","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400509","Macro Vertebrates","N.I.C.","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400510","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400511","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400512","Macro Vertebrates","","calcaneum","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400513","Macro Vertebrates","","phalange II","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400514","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400515","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400516","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400517","Macro Vertebrates","N.I.C.","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400518","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400519","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400520","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400521","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400522","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.400892","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.400893","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.400894","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.400897","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.400964","Macro Vertebrates","","radius","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.400975","Macro Vertebrates","","canine","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.401431","Macro Vertebrates","","calcaneum","","","Homotherium sp.","Homotherium","sp."
"RGM.401546","Macro Vertebrates","","coprolite","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.401578","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.401579","Macro Vertebrates","","astragalus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.401580","Macro Vertebrates","","tibia","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.401639","Macro Vertebrates","","astragalus","","","Ursus arctos L.","Ursus","arctos"
"RGM.401853","Macro Vertebrates","Gereserveerd voor Geomax 2009","molar 3","","","Mammuthus meridionalis (Nesti, 1825)","Mammuthus","meridionalis"
"RGM.401854","Macro Vertebrates","Exhibition ""Oerparade"" 0118.01.00","mandibula","","","Deinotherium sp.","Deinotherium","sp."
"RGM.401860","Macro Vertebrates","Exhibition ""Oerparade"" 0104.01.00","unknown","","","Platecarpus ictericus","Platecarpus","ictericus"
"RGM.401863","Macro Vertebrates","Exhibition ""Oerparade"" 0093.01.00","cranium","","","Dicynodon grimbeeki","Dicynodon","grimbeeki"
"RGM.401870","Macro Vertebrates","Exhibition ""Oerparade"" 0107.01.00","unknown","","","Edmontosaurus annectens Marsh, 1892","Edmontosaurus","annectens"
"RGM.401880","Macro Vertebrates","Exhibition ""Oerparade"" 0113.01.00","unknown","","","Coloborhynchus spielbergi Veldmeijer, 2006","Coloborhynchus","spielbergi"
"RGM.401880","Macro Vertebrates","Exhibition ""Oerparade"" 0113.01.00","unknown","http://medialib.naturalis.nl/file/id/RGM.401880/format/small","http://medialib.naturalis.nl/file/id/RGM.401880/format/large","Coloborhynchus spielbergi Veldmeijer, 2006","Coloborhynchus","spielbergi"
"RGM.401880","Macro Vertebrates","Exhibition ""Oerparade"" 0113.01.00","unknown","","","Coloborhynchus spielbergi Veldmeijer, 2006","Coloborhynchus","spielbergi"
"RGM.401881","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401890","Macro Vertebrates","Exhibition ""Oerparade"" 0106.01.00","unknown","","","Camarasaurus supremus","Camarasaurus","supremus"
"RGM.401958","Macro Vertebrates","","ulna","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401959","Macro Vertebrates","","ulna","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401960","Macro Vertebrates","","ulna","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401964","Macro Vertebrates","","ulna","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401969","Macro Vertebrates","","femur","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401990","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401991","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401993","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401995","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.401996","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.40330","Macro Vertebrates","","molar","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.40618","Macro Vertebrates","","metatarsus","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.41519","Macro Vertebrates","","cranium","","","Felis catus L.","Felis","catus"
"RGM.443825","Macro Vertebrates","","cranium","","","Nothosaurus winkelhorsti Klein and Albers, 2009","Nothosaurus","winkelhorsti"
"RGM.443858","Macro Vertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.443858_1/format/small","http://medialib.naturalis.nl/file/id/RGM.443858_1/format/large","Anarosaurus heterodontus Rieppel & Lin, 1995","Anarosaurus","heterodontus"
"RGM.443858","Macro Vertebrates","","unknown","","","Anarosaurus heterodontus Rieppel & Lin, 1995","Anarosaurus","heterodontus"
"RGM.443858","Macro Vertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.443858/format/small","http://medialib.naturalis.nl/file/id/RGM.443858/format/large","Anarosaurus heterodontus Rieppel & Lin, 1995","Anarosaurus","heterodontus"
"RGM.443858","Macro Vertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.443858_2/format/small","http://medialib.naturalis.nl/file/id/RGM.443858_2/format/large","Anarosaurus heterodontus Rieppel & Lin, 1995","Anarosaurus","heterodontus"
"RGM.443858","Macro Vertebrates","","unknown","","","Anarosaurus heterodontus Rieppel & Lin, 1995","Anarosaurus","heterodontus"
"RGM.445010","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445011","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445058","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445059","Macro Vertebrates","","tusk","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445069","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445070","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445087","Macro Vertebrates","","femur","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.445088","Macro Vertebrates","","humerus","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.445089","Macro Vertebrates","","phalange I","","","Megaceros giganteus Blumenbach, 1799","Megaceros","giganteus"
"RGM.445090","Macro Vertebrates","","atlas","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445095","Macro Vertebrates","","atlas","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445105","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445106","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445107","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445108","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445117","Macro Vertebrates","","mandibula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445138","Macro Vertebrates","","mandibula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445139","Macro Vertebrates","","mandibula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445159","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445160","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445161","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445162","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445163","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445164","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445191","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445199","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445202","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445203","Macro Vertebrates","","humerus","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445279","Macro Vertebrates","","vertebra thoracalis","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445374","Macro Vertebrates","","cranium","","","Bison priscus Bojanus, 1825","Bison","priscus"
"RGM.445380","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445381","Macro Vertebrates","","scapula","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445382","Macro Vertebrates","","cranium","","","Coelodonta antiquitatis Blumenbach, 1799","Coelodonta","antiquitatis"
"RGM.445385","Macro Vertebrates","","tibia","","","Mammuthus primigenius Blumenbach, 1799","Mammuthus","primigenius"
"RGM.445530","Macro Vertebrates","","cranium","","","Nothosaurus winterswijkensis Albers & Rieppel, 2003","Nothosaurus","winterswijkensis"
"RGM.445617","Macro Vertebrates","","mandibula","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.445618","Macro Vertebrates","","mandibula","","","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RGM.445835","Macro Vertebrates","","maxilla","","","Panthera spelaea (Goldfuss, 1821)","Panthera","spelaea"
"RGM.445836","Macro Vertebrates","","mandibula","http://medialib.naturalis.nl/file/id/RGM.445836/format/small","http://medialib.naturalis.nl/file/id/RGM.445836/format/large","Crocuta crocuta spelaea (Goldfuss, 1823)","Crocuta","crocuta"
"RMNH.MAM.1000","Mammalia","","skin","","","","Dama","dama"
"RMNH.MAM.60073","Mammalia","reserved for Ontmoeting","skin","","","Isoodon sp. Desmarest, 1817","Isoodon","sp."
"RMNH.MAM.60508","Mammalia","reserved for IkWilJe","skin","","","","Halichoerus","grypus"
"RMNH.MAM.60525","Mammalia","needs to be made by M. van Leeuwen; reserved for Ontmoeting","skin","","","","Giraffa","camelopardalis"
"ZMA.MAM.28865","Mammalia","","skin","","","","Tragelaphus","strepsiceros"
"RGM.1002975","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1002975/format/small","http://medialib.naturalis.nl/file/id/RGM.1002975/format/large","Barnsteen","",""
"RGM.1002975","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1002975_2/format/small","http://medialib.naturalis.nl/file/id/RGM.1002975_2/format/large","Barnsteen","",""
"RGM.1002984","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1002984/format/small","http://medialib.naturalis.nl/file/id/RGM.1002984/format/large","Barnsteen","",""
"RGM.1002986","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1002986/format/small","http://medialib.naturalis.nl/file/id/RGM.1002986/format/large","Barnsteen","",""
"RGM.1002986","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1002986_2/format/small","http://medialib.naturalis.nl/file/id/RGM.1002986_2/format/large","Barnsteen","",""
"RGM.1256877","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1256877/format/small","http://medialib.naturalis.nl/file/id/RGM.1256877/format/large","Barnsteen","",""
"RGM.1256878","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1256878/format/small","http://medialib.naturalis.nl/file/id/RGM.1256878/format/large","Barnsteen","",""
"RGM.1256880","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.1256880/format/small","http://medialib.naturalis.nl/file/id/RGM.1256880/format/large","Barnsteen","",""
"RGM.135214","Mineralogy","","not applicable","","","","",""
"RGM.1360002","Mineralogy","","Not applicable","","","","",""
"RGM.1360003","Mineralogy","","Not applicable","","","","",""
"RGM.1360004","Mineralogy","","Not applicable","","","","",""
"RGM.1360005","Mineralogy","","Not applicable","","","","",""
"RGM.1360006","Mineralogy","","Not applicable","","","","",""
"RGM.1360007","Mineralogy","","Not applicable","","","","",""
"RGM.1360008","Mineralogy","","Not applicable","","","","",""
"RGM.1360009","Mineralogy","","Not applicable","","","","",""
"RGM.1360010","Mineralogy","","Not applicable","","","","",""
"RGM.1360011","Mineralogy","","Not applicable","","","","",""
"RGM.164809","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.164809/format/small","http://medialib.naturalis.nl/file/id/RGM.164809/format/large","ROCK CRYSTAL","",""
"RGM.164809","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.164809_2/format/small","http://medialib.naturalis.nl/file/id/RGM.164809_2/format/large","ROCK CRYSTAL","",""
"RGM.164809","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.164809_3/format/small","http://medialib.naturalis.nl/file/id/RGM.164809_3/format/large","ROCK CRYSTAL","",""
"RGM.164819","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.164819/format/small","http://medialib.naturalis.nl/file/id/RGM.164819/format/large","AMETHYST","",""
"RGM.416798","Mineralogy","","Not applicable","","","Quartz","",""
"RGM.416883","Mineralogy","","Not applicable","","","SILICIEOUS CALCITE","",""
"RGM.420674","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.420674_2/format/small","http://medialib.naturalis.nl/file/id/RGM.420674_2/format/large","GYPSUM; DESERT ROSE, ROCK CRYSTAL","",""
"RGM.420674","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.420674/format/small","http://medialib.naturalis.nl/file/id/RGM.420674/format/large","GYPSUM; DESERT ROSE, ROCK CRYSTAL","",""
"RGM.421670","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.421670/format/small","http://medialib.naturalis.nl/file/id/RGM.421670/format/large","AMBER","",""
"RGM.421670","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.421670_2/format/small","http://medialib.naturalis.nl/file/id/RGM.421670_2/format/large","AMBER","",""
"RGM.421671","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.421671/format/small","http://medialib.naturalis.nl/file/id/RGM.421671/format/large","AMBER","",""
"RGM.421671","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.421671_2/format/small","http://medialib.naturalis.nl/file/id/RGM.421671_2/format/large","AMBER","",""
"RGM.421671","Mineralogy","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.421671_3/format/small","http://medialib.naturalis.nl/file/id/RGM.421671_3/format/large","AMBER","",""
"RGM.419326","Mineralogy and Petrology","","Not applicable","http://medialib.naturalis.nl/file/id/RGM.419326/format/small","http://medialib.naturalis.nl/file/id/RGM.419326/format/large","","",""
"RMNH.MOL.110216","Mollusca","","WholeOrganism","","","Sepia (Sepia) officinalis","Sepia","officinalis"
"RMNH.MOL.110856","Mollusca","","WholeOrganism","","","Sepia (Sepia) officinalis Linnaeus, 1758","Sepia","officinalis"
"RMNH.MOL.111081","Mollusca","","WholeOrganism","","","Octopus (Octopus) macropus Risso, 1826","Octopus","macropus"
"RMNH.MOL.126825","Mollusca","","WholeOrganism","","","Gastropoda","",""
"RMNH.MOL.1283","Mollusca","","WholeOrganism","","","Loligo vulgaris Lamarck, 1798","Loligo","vulgaris"
"RMNH.MOL.271578","Mollusca","","shell","","","Achatina schweinfurthi Von Martens, 1874","Achatina","schweinfurthi"
"RMNH.MOL.338743","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.127243","Mollusca","","shell","","","Buccinum undatum Linnaeus, 1758","Buccinum","undatum"
"ZMA.MOLL.345905","Mollusca","","shell","","","Tridacna gigas (Linnaeus, 1758)","Tridacna","gigas"
"ZMA.MOLL.420124","Mollusca","","WholeOrganism","","","Pila ampullacea (Linnaeus, 1758)","Pila","ampullacea"
"ZMA.MOLL.78189","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.78190","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.78192","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.78194","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.78195","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.78196","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"ZMA.MOLL.78198","Mollusca","","shell","","","Syrinx aruanus (Linnaeus, 1758)","Syrinx","aruanus"
"RMNH.INS.1104781","Orthopteroidea","","WholeOrganism","","","","Mantis","religiosa"
"RMNH.INS.1104782","Orthopteroidea","","WholeOrganism","","","","Mantis","religiosa"
"RMNH.INS.1104784","Orthopteroidea","","WholeOrganism","","","","Carausius","morosus"
"RMNH.INS.1104785","Orthopteroidea","","WholeOrganism","","","","Carausius","morosus"
"RMNH.INS.1104786","Orthopteroidea","","egg","","","","Carausius","morosus"
"RMNH.INS.1104787","Orthopteroidea","","egg","","","","",""
"RMNH.INS.1104788","Orthopteroidea","","egg","","","","",""
"RMNH.INS.1104789","Orthopteroidea","","egg","","","","",""
"RMNH.INS.1104790","Orthopteroidea","","egg","","","","",""
"RMNH.INS.1104791","Orthopteroidea","","egg","","","","",""
"RGM.1332311","Paleontology","","unknown","http://medialib.naturalis.nl/file/id/RGM.1332311/format/small","http://medialib.naturalis.nl/file/id/RGM.1332311/format/large","","Protophormia","terranovae"
"RGM.1003953","Paleontology Invertebrates","","unknown","","","MESOLIMULUS WALCHI DESMAREST,1822","Mesolimulus","walchi"
"RGM.1004088","Paleontology Invertebrates","","unknown","http://medialib.naturalis.nl/file/id/RGM.1004088/format/small","http://medialib.naturalis.nl/file/id/RGM.1004088/format/large","NEREITES CAMBRENSIS MACLEAY,1839","Nereites","cambrensis"
"RGM.169435","Paleontology Invertebrates","","unknown","","","CYTHERELLA BEYRICHI REUSS,1851","Cytherella","beyrichi"
"RGM.169870","Paleontology Invertebrates","","unknown","","","MONOCERATINA SP.INDET.","Monoceratina","SP.INDET."
